ui,name,mesh_number
D016518,neurofibromatosis 2,"C04.557.465.625.650.595.610.500, C04.557.580.600.580.590.655, C04.557.580.600.610.595.610.500, C04.700.631.655, C09.218.807.800.675.500, C09.647.675.500, C10.292.225.750.500, C10.292.910.600.500, C10.562.600.750, C10.574.500.549.700, C16.320.400.560.700, C16.320.700.633.655"
D016519,"hospitals, religious",N02.278.421.481.600
D016520,entrepreneurship,"J01.219.375, N04.452.610.250"
D016521,"electrophoresis, gel, pulsed-field","E05.196.401.220, E05.301.300.220"
D016522,"oncology service, hospital","N02.278.216.500.968.513, N04.452.442.452.422.513"
D016523,foot ulcer,"C17.800.321.250, C17.800.893.592.450"
D016524,parental leave,"N01.824.417.700.162.500, N04.452.677.800.162.500"
D016525,antigenic modulation,G12.122.140
D016526,workload,"I03.946.225.500, N04.452.677.650.500"
D016527,drug costs,"N03.219.151.400.350, N05.300.375.300"
D016528,postanesthesia nursing,"H02.478.676.650.650, N02.421.533.710.650"
D016529,emergency nursing,"H02.478.676.200, N02.421.533.200"
D016530,orthopedic nursing,"H02.478.676.615, N02.421.533.635"
D016532,mucopolysaccharidosis ii,"C10.597.606.360.455.750, C16.320.322.500.750, C16.320.400.525.750, C16.320.565.202.715.645, C16.320.565.595.600.645, C17.300.550.575.645, C18.452.648.202.715.645, C18.452.648.595.600.645"
D016533,mycological typing techniques,"E01.370.225.875.610, E05.200.875.610"
D016534,"cardiac output, high","C14.280.142, C23.888.176"
D016535,bronchial hyperreactivity,C08.127.210
D016536,competitive medical plans,"N03.219.521.576.343.800.175, N04.590.374.410.175"
D016537,"gangliosidosis, gm1","C10.228.140.163.100.435.825.300.400, C16.320.565.189.435.825.300.400, C16.320.565.398.641.803.350.360, C16.320.565.595.554.825.300.400, C18.452.132.100.435.825.300.400, C18.452.584.687.803.350.360, C18.452.648.189.435.825.300.400, C18.452.648.398.641.803.350.360, C18.452.648.595.554.825.300.400"
D016538,mucopolysaccharidosis vii,"C16.320.565.202.715.675, C16.320.565.595.600.675, C17.300.550.575.675, C18.452.648.202.715.675, C18.452.648.595.600.675"
D016539,reed-sternberg cells,A11.828
D016540,smoking cessation,F01.145.488.732
D016542,"chief executive officers, hospital","M01.526.070.490.490.100, M01.526.485.430.490.100, M01.526.485.740.380.100, N02.360.430.490.100, N02.360.740.380.100"
D016543,central nervous system neoplasms,"C04.588.614.250, C10.551.240"
D016544,patient simulation,I02.903.847.500
D016545,choroid plexus neoplasms,"C04.588.614.250.195.205.200, C10.228.140.211.280.300, C10.551.240.250.200.200"
D016547,kinesin,"D08.811.277.040.025.193.500, D12.776.220.600.450.450, D12.776.631.560.450"
D016548,prosencephalon,A08.186.211.200
D016549,united states indian health service,"I01.409.418.750.600.650.825, N03.540.348.500.500.600.650.825"
D016550,birthing centers,N02.278.080
D016552,ergometry,E05.333
D016553,"purpura, thrombocytopenic, idiopathic","C15.378.100.802.687.600, C15.378.140.855.925.750.600, C15.378.463.740, C20.111.759, C20.841.600, C23.550.414.950.687.600, C23.888.885.687.687.600"
D016555,matched-pair analysis,"E05.318.370.485, E05.318.740.475, N05.715.360.325.500, N05.715.360.750.500, N06.850.520.445.485, N06.850.520.830.475"
D016556,crown lengthening,"E06.323.115, E06.658.578.099"
D016557,"guided tissue regeneration, periodontal","E04.680.300.500, E06.645.410, E06.721.485"
D016558,"hemostasis, endoscopic",E02.520.425
D016559,tacrolimus,D02.540.505.810
D016562,"parenteral nutrition, home total","E02.421.505.550.565, E02.421.505.575.565, E02.642.500.505.550.565, E02.642.500.505.750.565, N02.421.143.524.650.565"
D016563,filoviridae,B04.820.480.937.300
D016564,amyloid beta-protein precursor,"D12.776.049.407.249, D12.776.543.039, D12.776.645.468.500, D12.776.811.050"
D016565,cheirogaleidae,B01.050.150.900.649.313.988.700.200
D016566,organoselenium compounds,D02.731
D016567,nizatidine,"D02.886.675.500, D03.383.129.708.500"
D016568,"drugs, generic",D26.360
D016569,blepharophimosis,"C11.250.090, C11.338.190, C16.131.384.190"
D016570,bruch membrane,"A09.371.894.223.250, A10.272.220.250, A10.615.179.250"
D016571,"neural networks, computer","G17.485, L01.224.050.375.605"
D016572,cyclosporine,"D04.345.566.235.300, D12.644.641.235.300"
D016573,agrochemicals,D27.720.031
D016574,seasonal affective disorder,F03.600.300.775
D016575,hidradenitis,C17.800.946.315
D016576,fleroxacin,D03.633.100.810.835.322.186.400
D016577,pancreaticoduodenectomy,E04.210.760
D016578,crack cocaine,"D02.145.074.722.388.250, D03.132.889.354.250, D03.605.084.500.722.388.250, D03.605.869.388.250, D26.878.250"
D016582,"leukemia, feline","C01.925.782.815.622, C04.557.337.385, C22.180.500"
D016583,enzootic bovine leukosis,"C01.925.782.815.200.260, C04.557.337.100, C20.673.483.260, C22.196.260"
D016584,panic disorder,F03.080.700
D016585,"vaginosis, bacterial","C01.150.252.954, C13.351.500.894.906.800"
D016586,granular cell tumor,C04.557.450.590.350
D016587,antimutagenic agents,"D27.505.696.706.080, D27.720.799.042"
D016588,anticarcinogenic agents,"D27.505.696.706.018, D27.505.954.248.125, D27.720.799.018"
D016589,astemizole,D03.633.100.103.105
D016590,aphidicolin,D02.455.849.291.075
D016591,histocytological preparation techniques,"E01.370.225.500.620, E01.370.225.750.600, E05.200.500.620, E05.200.750.600"
D016593,terfenadine,"D02.455.426.559.389.115.800, D03.383.621.855"
D016595,misoprostol,"D10.251.355.255.550.775.450.500, D23.469.050.175.725.775.450.500, D23.469.700.660.500"
D016596,vinculin,D12.776.220.990
D016597,trimetrexate,D03.633.100.786.925
D016601,rna-binding proteins,"D12.776.157.725, D12.776.664.962"
D016602,needlestick injuries,C26.986.950.500
D016603,eosinophilia-myalgia syndrome,"C05.651.290, C10.668.491.050, C15.378.553.231.335"
D016604,aflatoxin b1,"D03.383.663.283.119.075, D03.633.100.150.119.075, D23.946.587.142.075"
D016606,thyroid nodule,"C04.588.322.894.800, C04.588.443.915.800, C19.344.894.800, C19.874.788.800"
D016607,aflatoxin m1,"D03.383.663.283.119.100, D03.633.100.150.119.100, D23.946.587.142.100"
D016608,talin,D12.776.220.985
D016609,"neoplasms, second primary",C04.692
D016610,tissue embedding,"E01.370.225.500.620.760.440, E01.370.225.750.600.760.440, E05.200.500.620.760.440, E05.200.750.600.760.440"
D016612,paraffin embedding,"E01.370.225.500.620.760.440.610, E01.370.225.750.600.760.440.610, E05.200.500.620.760.440.610, E05.200.750.600.760.440.610"
D016613,plastic embedding,"E01.370.225.500.620.760.440.640, E01.370.225.750.600.760.440.640, E05.200.500.620.760.440.640, E05.200.750.600.760.440.640"
D016615,telomere,"A11.284.430.106.279.345.190.160.845, G05.360.160.845"
D016616,cryoultramicrotomy,"E01.370.225.500.620.530.160, E01.370.225.750.600.530.160, E05.200.500.620.530.160, E05.200.750.600.530.160"
D016620,enprostil,"D10.251.355.255.550.775.450.350, D23.469.050.175.725.775.450.350, D23.469.700.660.250"
D016622,silver staining,"E01.370.225.500.620.670.780, E01.370.225.750.600.670.780, E05.200.500.620.670.780, E05.200.750.600.670.780"
D016623,ion pumps,"D12.776.157.530.450, D12.776.543.585.450"
D016624,negative staining,"E01.370.225.500.620.670.520, E01.370.225.750.600.670.520, E05.200.500.620.670.520, E05.200.750.600.670.520"
D016626,"shadowing technique, histology","E01.370.225.500.620.670.770, E01.370.225.750.600.670.770, E05.200.500.620.670.770, E05.200.750.600.670.770"
D016627,oxidopamine,"D02.092.311.342.478.650, D02.455.426.559.389.657.166.175.342.478.650"
D016628,replica techniques,"E01.370.225.500.620.620, E01.370.225.750.600.620, E05.200.500.620.620, E05.200.750.600.620"
D016629,esophagectomy,E04.210.346
D016630,rioprostil,"D10.251.355.255.550.775.450.750, D23.469.050.175.725.775.450.750, D23.469.700.660.750"
D016631,lewy bodies,A11.284.420.460
D016632,apolipoprotein a-i,"D10.532.091.200.100, D12.776.070.400.200.100, D12.776.521.120.200.100"
D016633,apolipoprotein a-ii,"D10.532.091.200.150, D12.776.070.400.200.150, D12.776.521.120.200.150"
D016634,radiosurgery,"E02.815.530, E04.525.800.650, E05.873.500"
D016635,universal precautions,N06.850.780.200.925
D016636,telefacsimile,"L01.178.847.606, L01.280.950"
D016638,critical illness,C23.550.291.625
D016639,scleroplasty,"E04.540.825.968, E04.680.700"
D016640,"diabetes, gestational","C13.703.170, C18.452.394.750.448, C19.246.200"
D016642,bupropion,D02.522.818.110
D016643,"encephalopathy, bovine spongiform","C01.207.800.260, C10.228.228.800.260, C10.574.843.300, C22.196.250"
D016644,canthaxanthin,"D02.455.326.271.665.202.868.249, D02.455.426.392.368.367.379.249.887.249, D02.455.849.131.868.249, D23.767.261.887.249"
D016645,aotidae,B01.050.150.900.649.313.988.400.600.037
D016646,cebinae,B01.050.150.900.649.313.988.400.600.150.170
D016647,callimico,B01.050.150.900.649.313.988.400.600.150.150.105
D016648,saimirinae,B01.050.150.900.649.313.988.400.600.150.710
D016649,primary ovarian insufficiency,"C13.351.500.056.630.750, C19.391.630.750"
D016650,fluorescein-5-isothiocyanate,"D02.455.426.779.347.400, D02.500.375.250, D02.886.250.250, D03.633.300.953.275.400, D04.711.347.400"
D016651,lithium carbonate,"D01.045.125.500, D01.200.275.150.550, D01.510.475"
D016654,"genes, rag-1",G05.360.340.024.340.400
D016655,hiv core protein p24,"D12.776.964.775.350.362.500, D12.776.964.775.562.750.500, D12.776.964.970.600.850.350.362.500, D23.050.327.520.300"
D016656,family planning policy,"I01.655.500.608.200, I01.880.604.825.608.200, N03.623.500.608.214"
D016657,cerebral amyloid angiopathy,"C10.228.140.300.510.200.200, C14.907.253.560.200.200, C18.452.845.500.100"
D016658,psoas muscles,A02.633.567.825
D016659,psoas abscess,C01.830.025.700
D016660,nad(p)h dehydrogenase (quinone),D08.811.682.608.800.500
D016661,alouattinae,B01.050.150.900.649.313.988.400.600.075.050
D016662,virus integration,"G05.935, G06.920.877"
D016663,cercopithecinae,B01.050.150.900.649.313.988.400.112.199.120
D016664,cercocebus,B01.050.150.900.649.313.988.400.112.199.120.120
D016665,cercocebus atys,B01.050.150.900.649.313.988.400.112.199.120.120.110
D016666,fluvoxamine,D02.092.570.665.250
D016667,bacterial capsules,A20.186
D016669,erythrocebus,B01.050.150.900.649.313.988.400.112.199.120.260
D016670,gabexate,D02.078.370.380
D016671,theropithecus,B01.050.150.900.649.313.988.400.112.199.120.730
D016672,zenker diverticulum,"C06.405.205.282.750.625.900, C23.300.415.625.900"
D016673,colobinae,B01.050.150.900.649.313.988.400.112.199.150
D016674,hylobatidae,B01.050.150.900.649.313.988.400.112.420
D016675,scandentia,B01.050.150.900.649.313.996
D016676,"macrophages, alveolar","A11.329.372.600, A11.627.482.600, A11.733.397.600, A15.382.670.522.600, A15.382.680.397.600"
D016677,tocainide,"D02.065.199.920, D02.092.146.113.920"
D016678,genome,G05.360.340
D016679,"genome, viral",G05.360.340.358.840
D016680,"genome, bacterial",G05.360.340.358.207
D016681,"genome, fungal",G05.360.340.358.365
D016682,lupus coagulation inhibitor,"D12.776.124.486.485.114.323.210.600, D12.776.124.790.651.114.323.210.600, D12.776.377.715.548.114.323.210.600, D23.113.475"
D016683,supine position,G11.427.695.625
D016684,prone position,G11.427.695.525
D016685,mitomycin,"D02.806.400.249.350, D03.383.097.500.350, D03.633.100.473.412.249.350"
D016686,monocrotaline,"D03.132.716.500, D03.633.100.772.500"
D016687,polydioxanone,"D05.750.728.700, D25.130.650, D25.720.728.700, J01.637.051.130.650, J01.637.051.720.728.700"
D016688,"mice, inbred nod","B01.050.050.199.520.520.565, B01.050.150.900.649.313.992.635.505.500.400.565"
D016689,trypanosoma vivax,B01.268.475.868.887.850
D016692,"receptors, antigen, t-cell, gamma-delta",D12.776.543.750.705.816.824.830
D016693,"receptors, antigen, t-cell, alpha-beta",D12.776.543.750.705.816.824.825
D016694,"gene rearrangement, delta-chain t-cell antigen receptor","G05.344.801.261, G12.500.287.261"
D016695,glycosyltransferases,D08.811.913.400
D016697,herpes zoster oticus,"C01.925.256.466.930.750.733, C07.465.299.750, C09.218.513, C10.292.319.750"
D016698,technetium tc 99m pyrophosphate,"D01.029.260.700.675.374.775.150.900, D01.695.625.675.650.775.150.900, D01.925.925"
D016699,tarsiidae,B01.050.150.900.649.313.988.400.800.500
D016700,encainide,"D02.065.199.385, D02.092.146.113.385"
D016701,guinea,Z01.058.290.190.375
D016703,equatorial guinea,Z01.058.290.100.300
D016704,synapsins,"D12.776.631.750, D12.776.744.840"
D016706,"still's disease, adult-onset","C05.550.114.154.870, C05.799.114.870, C17.300.775.099.870, C20.111.199.870"
D016707,tissue fixation,"E01.370.225.500.620.760.720, E01.370.225.750.600.760.720, E05.200.500.620.760.720, E05.200.750.600.760.720"
D016708,synaptophysin,"D12.776.543.488.875, D12.776.543.990.840, D12.776.631.800, D23.101.140.800"
D016709,yin-yang,"I01.076.201.450.654.558.520.967, K01.752.967"
D016710,yin deficiency,C23.550.972
D016711,yang deficiency,C23.550.945
D016712,mupirocin,"D02.355.291.411.658, D03.383.663.555, D10.251.536"
D016713,ritanserin,"D03.383.621.840, D03.383.742.698.700"
D016715,proteus syndrome,"C04.445.435.500, C04.651.435.500, C05.116.099.750, C05.660.585.620, C16.131.077.740, C16.131.621.585.620"
D016716,pc12 cells,"A11.251.210.190.750, A11.251.860.180.750, A11.299.500"
D016717,"sphincterotomy, endoscopic","E04.210.120.850, E04.210.240.250.840, E04.502.250.250.250.840, E04.515.750.500"
D016718,arachidonic acid,"D10.251.355.255.100.100, D10.251.355.310.166.100"
D016719,radioimmunodetection,"E01.370.350.710.710, E01.370.384.730.710, E05.478.805"
D016720,pneumocystis infections,C01.150.703.770
D016721,radiation leukemia virus,"B04.613.807.375.525.750, B04.820.650.375.525.750"
D016722,cermet cements,"D01.552.033.690.250, D25.058.520.250, D25.339.208.720.250, D25.339.291.402.120, J01.637.051.058.520.250, J01.637.051.339.208.720.250, J01.637.051.339.291.402.120"
D016723,bone remodeling,"G11.427.213, G16.762.150"
D016724,"empyema, pleural","C01.748.265, C01.830.305.310, C08.528.240, C08.730.265, C23.550.470.756.305.250"
D016726,"plasma cell granuloma, pulmonary",C08.381.600
D016727,orbital pseudotumor,C11.675.679
D016728,self-injurious behavior,F01.145.126.980
D016729,leuprolide,"D06.472.699.327.740.320.400, D12.644.400.400.740.320.400, D12.644.456.460.480, D12.644.548.365.740.320.400, D12.776.631.650.405.740.320.400"
D016730,program development,N04.452.760
D016731,erythema infectiosum,"C01.925.256.700.300, C01.925.825.260, C17.800.229.335, C17.800.838.790.260"
D016732,"parvovirus b19, human",B04.280.580.650.200.650
D016733,rubber dams,"E06.186.670, E07.222.670"
D016734,dental clasps,"E06.780.346.562, E07.695.190.180"
D016735,munchausen syndrome by proxy,F03.875.375.800
D016736,antiphospholipid syndrome,C20.111.197
D016737,"proctocolectomy, restorative","E04.210.219.620, E04.210.895.500"
D016738,alagille syndrome,"C06.130.120.135.250.125, C06.552.150.125, C14.240.400.044, C16.131.077.065, C16.131.240.400.044, C16.320.051"
D016739,"behavior, addictive",F01.145.527.100.120
D016740,meridians,"E02.190.044.555, I01.076.201.450.654.558.520.300.500"
D016741,"urinary sphincter, artificial","E07.695.850, E07.858.082.900"
D016742,preconception care,"E02.760.775, N02.421.143.620.620, N02.421.585.775, N02.421.920.660"
D016743,mental competency,"F01.590, F02.410, I01.880.604.583.530, N03.706.535.625"
D016744,minor lymphocyte stimulatory loci,"G05.360.340.024.380.750, G12.500.560"
D016745,root planing,"E06.721.189.350.650, E06.721.874.650, E06.761.227.350.650"
D016746,transcultural nursing,H02.478.676.920
D016747,minor lymphocyte stimulatory antigens,"D23.050.301.625, D23.050.820.625"
D016748,venous cutdown,E04.100.814.895
D016749,national practitioner data bank,"L01.313.500.750.300.188.400.600, L01.470.750.750.600"
D016750,stiff-person syndrome,"C10.114.812, C10.228.854.790, C10.668.900, C20.111.258.850"
D016751,hepatitis e,"C01.925.440.470, C01.925.782.455, C06.552.380.705.470"
D016752,hepatitis e virus,"B04.450.412, B04.820.578.407.400"
D016753,interleukin-10,"D12.644.276.374.465.510, D12.776.467.374.465.510, D23.529.374.465.510"
D016754,boron neutron capture therapy,E02.815.722.500.100
D016755,proto-oncogene proteins c-jun,"D12.776.260.108.820, D12.776.624.664.700.182, D12.776.660.763, D12.776.930.127.820"
D016756,"immunoglobulins, intravenous","D12.776.124.486.485.114.619.393.536, D12.776.124.486.485.114.632, D12.776.124.790.651.114.632, D12.776.377.715.548.114.632"
D016757,"death, sudden, cardiac","C14.280.383.220, C23.550.260.322.250"
D016758,"genes, jun",G05.360.340.024.340.375.500.791.365
D016759,oncogene protein p65(gag-jun),"D12.776.602.500.500.320.700, D12.776.624.664.500.320.700, D12.776.624.664.520.750.320.700, D12.776.964.700.750.320.700, D12.776.964.775.350.320.700, D12.776.964.775.750.320.700"
D016760,proto-oncogene proteins c-fos,"D12.776.260.108.765, D12.776.624.664.700.179, D12.776.660.760, D12.776.930.127.765"
D016761,oncogene proteins v-fos,"D12.776.624.664.520.750.887, D12.776.964.700.750.887, D12.776.964.775.750.887"
D016762,"genes, fos",G05.360.340.024.340.375.500.791.330
D016764,cell polarity,G04.250
D016765,"coronavirus, feline",B04.820.578.500.540.150.075.500.375
D016766,feline infectious peritonitis,"C01.925.782.600.550.200.360, C22.180.440"
D016767,caroli disease,"C06.130.120.127.500, C06.198.184.500, C16.131.077.245.250, C16.131.314.184.500, C16.320.184.250"
D016769,embolism and thrombosis,C14.907.355
D016770,ciliophora infections,C01.610.752.200
D016773,"leishmaniasis, cutaneous","C01.610.752.300.500.400, C01.610.858.560.400, C01.920.813.400, C17.800.838.775.560.400"
D016774,"leishmaniasis, diffuse cutaneous","C01.610.752.300.500.400.350, C01.610.858.560.400.350, C01.920.813.400.350, C17.800.838.775.560.400.350"
